WigleWifi-1.4,appRelease=2.25,model=LG-D855,release=6.0,device=g3,display=MRA58K,board=MSM8974,brand=lge
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
a0:ab:1b:5d:35:70,TSUUB1,[WPA2-PSK-CCMP][ESS],2017-11-01 19:17:56,6,-82,32.16776297,35.08367089,205,16,WIFI
4c:60:de:fc:fa:5b,timor,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:17:56,11,-85,32.16776297,35.08367089,205,16,WIFI
10:5a:f7:05:2c:01,Reves_Home,[WPA2-PSK-CCMP][ESS],2017-11-01 19:17:59,1,-78,32.16765112,35.0837101,235,13,WIFI
a0:4f:d4:43:ab:82,,[WPA2-PSK-CCMP][ESS],2017-11-01 19:17:59,1,-81,32.16765112,35.0837101,235,13,WIFI
30:e1:71:08:d5:30,DIRECT-2F-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:17:59,5,-80,32.16765112,35.0837101,235,13,WIFI
62:6f:13:70:6d:13,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 19:17:59,11,-82,32.16765112,35.0837101,235,13,WIFI
e4:6f:13:70:6d:12,O&M,[WPA2-PSK-CCMP][ESS],2017-11-01 19:17:59,11,-84,32.16765112,35.0837101,235,13,WIFI
14:ae:db:31:8a:3d,Zoro_5,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:01,48,-86,32.16759102,35.08372084,250,14,WIFI
02:1f:c6:8b:50:40,lior2.4,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:01,11,-85,32.16759102,35.08372084,250,14,WIFI
4c:60:de:fc:fa:5b,timor,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:03,11,-79,32.16750672,35.08375516,270,13,WIFI
a0:4f:d4:43:ab:81,morad,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:04,1,-72,32.1674785,35.08376254,279,13,WIFI
04:a1:51:11:28:34,mori,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:07,11,-84,32.16739049,35.08374971,295,12,WIFI
00:90:8f:81:8b:34,TILISIT1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 19:18:07,1,-89,32.16739049,35.08374971,295,12,WIFI
98:e7:f4:00:50:75,DIRECT-74-HP OfficeJet Pro 6960,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:07,1,-91,32.16739049,35.08374971,295,12,WIFI
14:ae:db:57:d2:35,Dagan,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:08,6,-84,32.1673485,35.08374556,301,11,WIFI
c4:12:f5:f8:ed:28,home1,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:08,6,-88,32.1673485,35.08374556,301,11,WIFI
c4:12:f5:fe:68:fc,VITALI1,[WPA2-PSK-TKIP][ESS],2017-11-01 19:18:11,1,-85,32.16727927,35.08373761,309,12,WIFI
e4:6f:13:72:5a:f0,225_725aec,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:11,9,-90,32.16727927,35.08373761,309,12,WIFI
6c:b0:ce:a9:74:1f,maongs,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:14,6,-88,32.16723985,35.08367446,320,11,WIFI
d8:eb:97:ed:85:ba,gorothschild 2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:14,1,-89,32.16723985,35.08367446,320,11,WIFI
16:0c:c3:ee:13:d9,HOME,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-01 19:18:14,1,-90,32.16723985,35.08367446,320,11,WIFI
a0:4f:d4:43:ab:82,,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:15,1,-73,32.16724631,35.08365617,323,10,WIFI
a0:ab:1b:55:37:44,Dlink 225,[ESS],2017-11-01 19:18:15,1,-92,32.16724631,35.08365617,323,10,WIFI
a0:4f:d4:43:ab:81,morad,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:18,1,-65,32.16725564,35.08356012,327,12,WIFI
42502_22811_5371521,GOLAN T,UNKNOWN;il,2017-11-01 19:18:18,0,-73,32.16725564,35.08356012,327,12,GSM
6c:b0:ce:a9:74:20,maongs_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:19,60,-84,32.16726638,35.08352639,329,12,WIFI
3c:1e:04:06:1d:a0,mhager_2.4,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:19,1,-86,32.16726638,35.08352639,329,12,WIFI
5a:ee:0c:3b:ee:85,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:19,6,-91,32.16726638,35.08352639,329,12,WIFI
6c:b0:ce:a9:74:1f,maongs,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:25,6,-80,32.16722983,35.08339258,328,11,WIFI
5a:ee:0c:3b:ee:85,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:27,6,-86,32.16720152,35.08333723,327,10,WIFI
48:ee:0c:3b:ee:84,IRIS2.4,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:27,6,-84,32.16720152,35.08333723,327,10,WIFI
9c:d6:43:22:fc:26,menachem,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:31,6,-82,32.16713795,35.08326971,328,10,WIFI
a0:ab:1b:55:37:44,Dlink 225,[ESS],2017-11-01 19:18:31,1,-81,32.16713795,35.08326971,328,10,WIFI
06:ae:db:b5:2f:75,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:33,11,-81,32.16711456,35.08321351,330,10,WIFI
14:ae:db:b5:2f:75,bz40765283,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:33,11,-88,32.16711456,35.08321351,330,10,WIFI
78:d9:9f:f5:10:fa,BE126-f510fa_2GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:35,10,-83,32.16708659,35.08316806,330,10,WIFI
78:d9:9f:f5:10:f9,BE126-f510f9_5GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:39,36,-91,32.16702595,35.08308168,332,11,WIFI
78:d9:9f:f5:10:fa,BE126-f510fa_2GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:42,10,-76,32.16696783,35.08303093,332,12,WIFI
78:d9:9f:f5:10:f9,BE126-f510f9_5GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:42,36,-79,32.16696783,35.08303093,332,12,WIFI
10:be:f5:3d:c3:38,rachimi,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:42,2,-81,32.16696783,35.08303093,332,12,WIFI
72:be:f5:3d:c3:39,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:42,2,-82,32.16696783,35.08303093,332,12,WIFI
80:37:73:e3:81:82,avital62,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:44,1,-88,32.16691743,35.08296221,331,11,WIFI
fc:75:16:bf:a0:bd,Bezeq-N_bfa0bc,[ESS],2017-11-01 19:18:44,6,-85,32.16691743,35.08296221,331,11,WIFI
62:37:73:e3:81:83,Bezeq Free HA2626,[ESS],2017-11-01 19:18:44,1,-89,32.16691743,35.08296221,331,11,WIFI
78:d9:9f:f5:10:fa,BE126-f510fa_2GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:18:46,10,-69,32.16687203,35.08294693,332,10,WIFI
4e:66:41:82:95:b5,AndroidAP-rachimi,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:52,2,-87,32.16680147,35.08281451,333,10,WIFI
00:8c:54:8f:e7:c1,peretz,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:53,1,-87,32.16680731,35.08278271,331,10,WIFI
a0:4f:d4:43:ab:82,,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:58,1,-79,32.16680979,35.08263859,330,9,WIFI
9c:d6:43:23:a4:c7,preiser10,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:58,6,-87,32.16680979,35.08263859,330,9,WIFI
c8:d3:a3:ef:1e:13,joshen,[WPA2-PSK-CCMP][ESS],2017-11-01 19:18:58,6,-88,32.16680979,35.08263859,330,9,WIFI
4e:66:41:82:95:b5,AndroidAP-rachimi,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:01,2,-82,32.16678858,35.08258046,328,9,WIFI
e8:cc:18:ed:f4:5e,bezeq_56,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 19:19:05,6,-87,32.16673688,35.08248611,332,9,WIFI
42502_22811_5371521,GOLAN T,UNKNOWN;il,2017-11-01 19:19:05,0,-79,32.16673688,35.08248611,332,9,GSM
d0:0e:d9:14:10:e7,Steve_judi_2GExt,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:19:12,11,-85,32.16663883,35.08238681,335,9,WIFI
20:4e:7f:26:90:be,PUPS,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:19:12,11,-88,32.16663883,35.08238681,335,9,WIFI
34:6b:d3:4e:0c:cc,Bezeq-n-y,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:18,8,-79,32.16654321,35.08231254,339,9,WIFI
84:26:15:ee:3f:43,Steve_judi,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:18,11,-89,32.16654321,35.08231254,339,9,WIFI
34:6b:d3:4e:0c:cc,Bezeq-n-y,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:26,8,-74,32.16643578,35.08219651,339,9,WIFI
34:6b:d3:4e:0c:cc,Bezeq-n-y,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:28,8,-59,32.16639692,35.08217949,339,10,WIFI
20:0c:c8:2a:af:48,bubby,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:19:28,11,-85,32.16639692,35.08217949,339,10,WIFI
9c:d3:6d:bf:5d:5a,Bezeq-n-y,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:19:28,8,-89,32.16639692,35.08217949,339,10,WIFI
62:0c:c8:2a:af:49,Bezeq Free,[ESS],2017-11-01 19:19:28,11,-85,32.16639692,35.08217949,339,10,WIFI
9c:d3:6d:bf:5d:5a,Bezeq-n-y,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:19:30,8,-82,32.16636753,35.0821651,338,10,WIFI
84:26:15:ee:3f:43,Steve_judi,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:32,11,-83,32.16633693,35.08213077,339,10,WIFI
a0:4f:d4:44:df:51,Bezeq-n_83AC,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:32,11,-82,32.16633693,35.08213077,339,10,WIFI
9c:d3:6d:bf:5d:5a,Bezeq-n-y,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:19:34,8,-76,32.16629589,35.08209993,339,10,WIFI
3c:a8:2a:c5:da:6c,DIRECT-6B-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:19:34,11,-85,32.16629589,35.08209993,339,10,WIFI
a0:4f:d4:44:df:51,Bezeq-n_83AC,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:41,11,-75,32.16619648,35.0819887,340,10,WIFI
90:8d:78:50:73:fd,Helen,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:41,7,-87,32.16619648,35.0819887,340,10,WIFI
74:da:38:2b:d2:aa,no free meals 2,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:19:45,1,-86,32.16615649,35.08193579,341,10,WIFI
90:8d:78:50:73:fc,Helen_5,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:47,48,-89,32.16611813,35.08191028,343,10,WIFI
00:90:8f:7d:c0:bc,Yhuda,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-01 19:19:49,2,-85,32.16609998,35.08188935,340,10,WIFI
84:16:f9:22:d6:18,Kathem east,[WEP][ESS],2017-11-01 19:19:49,7,-88,32.16609998,35.08188935,340,10,WIFI
74:da:38:a1:73:a5,Ilan24_2EX,[WPS][ESS],2017-11-01 19:19:49,11,-83,32.16609998,35.08188935,340,10,WIFI
38:63:bb:51:54:d1,HP-Print-D1-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:51,9,-91,32.16605135,35.08187276,340,10,WIFI
c4:a8:1d:12:6a:74,Ilan24,[ESS],2017-11-01 19:19:51,11,-89,32.16605135,35.08187276,340,10,WIFI
90:8d:78:50:73:fd,Helen,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:53,7,-80,32.16598792,35.08187663,338,11,WIFI
84:16:f9:22:d6:18,Kathem east,[WEP][ESS],2017-11-01 19:19:53,7,-81,32.16598792,35.08187663,338,11,WIFI
c4:a8:1d:12:6a:74,Ilan24,[ESS],2017-11-01 19:19:55,11,-83,32.16597481,35.08182037,335,10,WIFI
d4:d1:84:fd:af:71,Lora,[WPA2-PSK-CCMP][ESS],2017-11-01 19:19:55,1,-84,32.16597481,35.08182037,335,10,WIFI
42502_22811_5371521,GOLAN T,UNKNOWN;il,2017-11-01 19:19:55,0,-71,32.16597481,35.08182037,335,10,GSM
00:90:8f:7d:c0:bc,Yhuda,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],2017-11-01 19:19:57,2,-79,32.16593499,35.08179846,335,9,WIFI
4c:60:de:2e:18:3a,shiloach,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:19:59,11,-87,32.16589517,35.08178264,335,9,WIFI
74:da:38:a1:73:a5,Ilan24_2EX,[WPS][ESS],2017-11-01 19:20:01,11,-73,32.16586173,35.08176494,334,9,WIFI
d4:d1:84:fd:b3:e1,Haral,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:01,1,-85,32.16586173,35.08176494,334,9,WIFI
4c:60:de:2e:18:3a,shiloach,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:20:05,11,-81,32.16580706,35.08173274,331,10,WIFI
d4:d1:84:fd:b3:e1,Haral,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:07,1,-80,32.16576684,35.08171884,334,10,WIFI
00:21:63:73:24:61,drorbotzer-,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 19:20:07,6,-82,32.16576684,35.08171884,334,10,WIFI
14:ae:db:56:7e:9d,Cord,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-01 19:20:07,11,-86,32.16576684,35.08171884,334,10,WIFI
e4:6f:13:70:ad:40,Chulamit,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:07,9,-88,32.16576684,35.08171884,334,10,WIFI
3c:a8:2a:c5:da:6c,DIRECT-6B-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:20:08,11,-76,32.1657498,35.08171818,335,10,WIFI
6a:6f:13:70:ad:41,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:08,9,-87,32.1657498,35.08171818,335,10,WIFI
e4:6f:13:70:ad:40,Chulamit,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:15,9,-81,32.16557677,35.08169452,338,9,WIFI
6a:6f:13:70:ad:41,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:15,9,-80,32.16557677,35.08169452,338,9,WIFI
d4:d1:84:fd:b3:e1,Haral,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:19,1,-70,32.165481,35.08165678,335,10,WIFI
84:26:15:ee:78:f3,airhole,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:25,1,-92,32.16534513,35.08169306,335,9,WIFI
84:26:15:ee:78:f3,airhole,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:27,1,-82,32.16530265,35.08169271,332,9,WIFI
b0:5a:da:a1:7a:5c,HP-Print-5C-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:27,6,-94,32.16530265,35.08169271,332,9,WIFI
74:da:38:2b:d2:aa,no free meals 2,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:20:35,1,-88,32.16511835,35.08169822,333,4,WIFI
cc:b2:55:90:4b:59,PlarisaP,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:35,11,-85,32.16511835,35.08169822,333,4,WIFI
9c:d6:43:23:0b:d8,Gango10,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:35,6,-88,32.16511835,35.08169822,333,4,WIFI
14:ae:db:cd:c1:72,bz927303,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:39,9,-87,32.16503885,35.08173458,332,3,WIFI
c4:12:f5:fc:e2:f2,Remote1,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:41,4,-86,32.16499565,35.08174324,332,4,WIFI
3c:1e:04:05:84:df,BezeqNGN_005080Hz_2.4G_1,[ESS],2017-11-01 19:20:41,1,-88,32.16499565,35.08174324,332,4,WIFI
b0:5a:da:a1:7a:5c,HP-Print-5C-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:43,6,-85,32.16495858,35.08176067,333,3,WIFI
9c:d6:43:23:0b:d8,Gango10,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:43,6,-78,32.16495858,35.08176067,333,3,WIFI
14:ae:db:cd:c1:72,bz927303,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:43,9,-82,32.16495858,35.08176067,333,3,WIFI
94:57:a5:82:dc:a7,HP-Print-A7-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:43,9,-91,32.16495858,35.08176067,333,3,WIFI
42502_22811_5371521,GOLAN T,UNKNOWN;il,2017-11-01 19:20:43,0,-81,32.16495858,35.08176067,333,3,GSM
14:ae:db:cd:c1:75,bz927303_5,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:45,48,-88,32.16491936,35.0817693,334,4,WIFI
b0:5a:da:a1:7a:5c,HP-Print-5C-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:47,6,-77,32.16486934,35.08179611,335,3,WIFI
94:57:a5:82:dc:a7,HP-Print-A7-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:47,9,-85,32.16486934,35.08179611,335,3,WIFI
e8:fc:af:93:f2:de,ravit,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:20:47,1,-85,32.16486934,35.08179611,335,3,WIFI
70:62:b8:34:20:29,asulin_2.4,[WEP][ESS],2017-11-01 19:20:47,11,-83,32.16486934,35.08179611,335,3,WIFI
c4:12:f5:fc:e2:f2,Remote1,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:49,4,-78,32.16483363,35.08182814,334,4,WIFI
94:57:a5:82:dc:a7,HP-Print-A7-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:49,9,-78,32.16483363,35.08182814,334,4,WIFI
14:ae:db:cd:c1:75,bz927303_5,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:49,48,-82,32.16483363,35.08182814,334,4,WIFI
a2:20:a6:0d:82:e9,LEDnet0D82E9,[ESS],2017-11-01 19:20:51,5,-87,32.16479779,35.08186155,333,3,WIFI
14:ae:db:cd:c1:72,bz927303,[WPA2-PSK-CCMP][ESS],2017-11-01 19:20:55,9,-75,32.16472408,35.08190434,332,4,WIFI
20:0c:c8:0f:d0:fb,MichalowitzNet_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:20:55,1,-88,32.16472408,35.08190434,332,4,WIFI
a2:20:a6:0d:82:e9,LEDnet0D82E9,[ESS],2017-11-01 19:20:58,5,-82,32.16468706,35.08193777,334,3,WIFI
e8:fc:af:93:f2:df,ravit_5,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:20:58,60,-83,32.16468706,35.08193777,334,3,WIFI
a4:5d:36:3d:90:c3,HP-Print-C3-Officejet Pro 8600,[ESS],2017-11-01 19:20:58,6,-87,32.16468706,35.08193777,334,3,WIFI
94:57:a5:82:dc:a7,HP-Print-A7-Officejet Pro 6830,[WPA2-PSK-CCMP][ESS],2017-11-01 19:21:00,9,-73,32.16463932,35.08196477,334,3,WIFI
a4:5d:36:3d:90:c3,HP-Print-C3-Officejet Pro 8600,[ESS],2017-11-01 19:21:00,6,-82,32.16463932,35.08196477,334,3,WIFI
b8:a3:86:0e:3a:a9,igor1,[WPA2-PSK-CCMP][ESS],2017-11-01 19:21:00,6,-90,32.16463932,35.08196477,334,3,WIFI
14:ae:db:cd:c1:75,bz927303_5,[WPA2-PSK-CCMP][ESS],2017-11-01 19:21:02,48,-75,32.16461736,35.0819918,335,4,WIFI
e8:fc:af:93:f2:de,ravit,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:21:04,1,-77,32.16458007,35.08202529,336,3,WIFI
e8:fc:af:93:f2:de,ravit,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:21:08,1,-72,32.1645128,35.08209044,335,3,WIFI
b8:a3:86:0e:3a:a9,igor1,[WPA2-PSK-CCMP][ESS],2017-11-01 19:21:11,6,-84,32.16446163,35.0821435,332,4,WIFI
c4:12:f5:82:33:63,Matan1,[WPA-PSK-CCMP+TKIP][ESS],2017-11-01 19:21:15,1,-90,32.16439119,35.08219866,332,4,WIFI
60:e3:27:bd:31:36,,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:21:17,6,-82,32.16436397,35.08222957,334,4,WIFI
b8:a3:86:0e:3a:a9,igor1,[WPA2-PSK-CCMP][ESS],2017-11-01 19:21:24,6,-79,32.16426366,35.08234901,332,4,WIFI
42502_22811_5369542,GOLAN T,UNKNOWN;il,2017-11-01 19:21:26,0,-81,32.16423992,35.08238201,332,4,GSM
42502_22811_5369542,GOLAN T,UNKNOWN;il,2017-11-01 19:21:32,0,-75,32.16417584,35.08248939,329,4,GSM
e4:6f:13:72:7c:2e,shirley_eli_bramli,[WPA2-PSK-CCMP][ESS],2017-11-01 19:21:46,1,-91,32.16391769,35.08275664,334,5,WIFI
e4:6f:13:72:7c:2e,shirley_eli_bramli,[WPA2-PSK-CCMP][ESS],2017-11-01 19:21:52,1,-85,32.16387835,35.0829132,334,4,WIFI
00:21:04:e5:2e:52,buly,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 19:21:52,11,-87,32.16387835,35.0829132,334,4,WIFI
e8:fc:af:8b:c3:e4,KR123,[WPA2-PSK-CCMP][WPS][ESS],2017-11-01 19:21:52,11,-90,32.16387835,35.0829132,334,4,WIFI
80:1f:02:d7:95:ac,Elmatan_HAIM_Ed,[WPA2-PSK-CCMP+TKIP][ESS],2017-11-01 19:21:56,13,-80,32.16384454,35.08300603,333,5,WIFI
80:1f:02:d7:95:af,,[ESS],2017-11-01 19:21:56,13,-81,32.16384454,35.08300603,333,5,WIFI
80:1f:02:d7:95:ae,,[ESS],2017-11-01 19:21:56,13,-82,32.16384454,35.08300603,333,5,WIFI
80:1f:02:d7:95:ad,,[ESS],2017-11-01 19:21:56,13,-82,32.16384454,35.08300603,333,5,WIFI
74:da:38:80:30:16,Bramli_2EX,[WPA-PSK-CCMP][ESS],2017-11-01 19:21:58,11,-83,32.16382959,35.08305114,335,5,WIFI
74:da:38:32:da:98,yakov_2EX,[WPA2-PSK-CCMP-preauth][WPS][ESS],2017-11-01 19:21:58,1,-90,32.16382959,35.08305114,335,5,WIFI
10:be:f5:3f:c6:e2,hrri,[WPA2-PSK-CCMP][ESS],2017-11-01 19:21:58,9,-92,32.16382959,35.08305114,335,5,WIFI
